fanId,username,passwordHash,fullName,email,phone,fanType,status
FAN0225,tungvv225,hash_pass_tungvv225,Vu Van Tung,tungvv225@gmail.com,0923761045,VIP,ACTIVE
FAN0226,emxn226,hash_pass_emxn226,Ngo Xuan Em,emxn226@gmail.com,0938658152,SILVER,ACTIVE
FAN0227,chauhp227,hash_pass_chauhp227,Phan Hai Chau,chauhp227@gmail.com,0920487732,VIP,ACTIVE
FAN0228,huyhn228,hash_pass_huyhn228,Nguyen Hai Huy,huyhn228@gmail.com,0949835576,STANDARD,ACTIVE
FAN0229,dunghl229,hash_pass_dunghl229,Le Hai Dung,dunghl229@gmail.com,0992936759,STANDARD,ACTIVE
FAN0230,binhnd230,hash_pass_binhnd230,Do Ngoc Binh,binhnd230@gmail.com,0983157045,STANDARD,ACTIVE
FAN0231,linhxd231,hash_pass_linhxd231,Dang Xuan Linh,linhxd231@gmail.com,0947655873,VIP,ACTIVE
FAN0232,huytl232,hash_pass_huytl232,Le Thanh Huy,huytl232@gmail.com,0922821929,VIP,ACTIVE
FAN0233,chaumb233,hash_pass_chaumb233,Bui Minh Chau,chaumb233@gmail.com,0961106475,SILVER,ACTIVE
FAN0234,sontp234,hash_pass_sontp234,Pham Tuan Son,sontp234@gmail.com,0962300202,SILVER,ACTIVE
FAN0235,tungtd235,hash_pass_tungtd235,Dang Thi Tung,tungtd235@gmail.com,0983185711,STANDARD,ACTIVE
FAN0236,nammp236,hash_pass_nammp236,Pham Minh Nam,nammp236@gmail.com,0936115170,SILVER,ACTIVE
FAN0237,vietvb237,hash_pass_vietvb237,Bui Van Viet,vietvb237@gmail.com,0939033298,STANDARD,ACTIVE
FAN0238,quandl238,hash_pass_quandl238,Le Duy Quan,quandl238@gmail.com,0907098284,SILVER,ACTIVE
FAN0239,khoadv239,hash_pass_khoadv239,Vu Duy Khoa,khoadv239@gmail.com,0942915671,GOLD,ACTIVE
FAN0240,hungtl240,hash_pass_hungtl240,Le Tuan Hung,hungtl240@gmail.com,0917583821,STANDARD,ACTIVE
FAN0241,tungth241,hash_pass_tungth241,Hoang Tuan Tung,tungth241@gmail.com,0953106326,STANDARD,PENDING
FAN0242,tungtd242,hash_pass_tungtd242,Do Tuan Tung,tungtd242@gmail.com,0995900043,STANDARD,PENDING
FAN0243,quandd243,hash_pass_quandd243,Dang Duy Quan,quandd243@gmail.com,0921012799,STANDARD,PENDING
FAN0244,quangb244,hash_pass_quangb244,Bui Gia Quan,quangb244@gmail.com,0979174304,SILVER,PENDING
FAN0245,phucxh245,hash_pass_phucxh245,Ho Xuan Phuc,phucxh245@gmail.com,0957548213,STANDARD,PENDING
FAN0246,binhvt246,hash_pass_binhvt246,Tran Van Binh,binhvt246@gmail.com,0957692194,SILVER,BLOCKED
FAN0247,chaudv247,hash_pass_chaudv247,Vu Duy Chau,chaudv247@gmail.com,0943676466,SILVER,BLOCKED
FAN0248,namth248,hash_pass_namth248,Ho Tuan Nam,namth248@gmail.com,0988239238,VIP,BLOCKED
FAN0249,huyhh249,hash_pass_huyhh249,Ho Hai Huy,huyhh249@gmail.com,0981104172,VIP,BLOCKED
FAN0250,sontn250,hash_pass_sontn250,Ngo Thanh Son,sontn250@gmail.com,0966935579,VIP,BLOCKED
